industry,name,quoteType,sector,symbol
Oil & Gas E&P,"Earthstone Energy, Inc.",EQUITY,Energy,ESTE
Biotechnology,Purple Biotech Ltd.,EQUITY,Healthcare,PPBT
Capital Markets,AMTD IDEA Group,EQUITY,Financial Services,AMTD
Semiconductor Equipment & Materials,inTest Corporation,EQUITY,Technology,INTT
Building Products & Equipment,"Trex Company, Inc.",EQUITY,Industrials,TREX
Communication Equipment,"Plantronics, Inc.",EQUITY,Technology,POLY
Apparel Manufacturing,Canada Goose Holdings Inc. Subo,EQUITY,Consumer Cyclical,GOOS
Restaurants,Cracker Barrel Old Country Stor,EQUITY,Consumer Cyclical,CBRL
Credit Services,Owl Rock Capital Corporation,EQUITY,Financial Services,ORCC
Medical Devices,Vicarious Surgical Inc.,EQUITY,Healthcare,RBOT
Gambling,Esports Entertainment Group Inc,EQUITY,Consumer Cyclical,GMBL
Entertainment,"Reservoir Media, Inc..",EQUITY,Communication Services,RSVR
Leisure,"Planet Fitness, Inc.",EQUITY,Consumer Cyclical,PLNT
Biotechnology,Aurinia Pharmaceuticals Inc,EQUITY,Healthcare,AUPH
Biotechnology,ONCOLOGY PHARMA INC,EQUITY,Healthcare,ONPH
Oil & Gas E&P,VIKING ENERGY GROUP INC,EQUITY,Energy,VKIN
Shell Companies,"Gores Holdings IX, Inc. Class A",EQUITY,Financial Services,GHIX
Medical Devices,Accuray Incorporated,EQUITY,Healthcare,ARAY
Specialty Chemicals,WD-40 Company,EQUITY,Basic Materials,WDFC
Biotechnology,"Lyell Immunopharma, Inc.",EQUITY,Healthcare,LYEL
Computer Hardware,Quantum Corporation,EQUITY,Technology,QMCO
Aerospace & Defense,"Sidus Space, Inc.",EQUITY,Industrials,SIDU
Asset Management,Oxford Lane Capital Corp.,EQUITY,Financial Services,OXLC
Biotechnology,Scopus BioPharma Inc.,EQUITY,Healthcare,SCPS
Trucking,"Schneider National, Inc.",EQUITY,Industrials,SNDR
Software—Infrastructure,"Mandiant, Inc.",EQUITY,Technology,MNDT
Biotechnology,"9 Meters Biopharma, Inc.",EQUITY,Healthcare,NMTR
Software—Application,"Embark Technology, Inc.",EQUITY,Technology,EMBK
Biotechnology,"Athersys, Inc.",EQUITY,Healthcare,ATHX
Banks—Diversified,"East West Bancorp, Inc.",EQUITY,Financial Services,EWBC
Home Improvement Retail,"Arhaus, Inc.",EQUITY,Consumer Cyclical,ARHS
Medical Instruments & Supplies,Atrion Corporation,EQUITY,Healthcare,ATRI
Software—Infrastructure,McAfee Corp.,EQUITY,Technology,MCFE
Auto Manufacturers,ELEKTROS INC,EQUITY,Consumer Cyclical,ELEK
Biotechnology,"BioCryst Pharmaceuticals, Inc.",EQUITY,Healthcare,BCRX
Utilities—Diversified,Otter Tail Corporation,EQUITY,Utilities,OTTR
Electrical Equipment & Parts,Hollysys Automation Technologie,EQUITY,Industrials,HOLI
Drug Manufacturers—Specialty & Generic,"Acorda Therapeutics, Inc.",EQUITY,Healthcare,ACOR
Medical Instruments & Supplies,INNERSCOPE HEARING TECHNOLOGIES,EQUITY,Healthcare,INND
Entertainment,Anghami Inc.,EQUITY,Communication Services,ANGH
Real Estate Services,Leju Holdings Limited,EQUITY,Real Estate,LEJU
Medical Devices,"Biotricity, Inc.",EQUITY,Healthcare,BTCY
Advertising Agencies,"Fluent, Inc.",EQUITY,Communication Services,FLNT
Beverages—Wineries & Distilleries,"The Duckhorn Portfolio, Inc.",EQUITY,Consumer Defensive,NAPA
Software—Application,"Paycom Software, Inc.",EQUITY,Technology,PAYC
Scientific & Technical Instruments,"Wrap Technologies, Inc.",EQUITY,Technology,WRAP
Medical Devices,"Co-Diagnostics, Inc.",EQUITY,Healthcare,CODX
Oil & Gas Midstream,Rattler Midstream LP,EQUITY,Energy,RTLR
Medical Instruments & Supplies,STAAR Surgical Company,EQUITY,Healthcare,STAA
Banks—Diversified,Banco Bilbao Vizcaya Argentaria,EQUITY,Financial Services,BBVA
Apparel Retail,"Burlington Stores, Inc.",EQUITY,Consumer Cyclical,BURL
Advertising Agencies,"Insignia Systems, Inc.",EQUITY,Communication Services,ISIG
Other Industrial Metals & Mining,ASIA BROADBAND INC,EQUITY,Basic Materials,AABB
Biotechnology,"Sorrento Therapeutics, Inc.",EQUITY,Healthcare,SRNE
Biotechnology,"F-star Therapeutics, Inc.",EQUITY,Healthcare,FSTX
Biotechnology,"Idera Pharmaceuticals, Inc.",EQUITY,Healthcare,IDRA
Biotechnology,"iTeos Therapeutics, Inc.",EQUITY,Healthcare,ITOS
Medical Care Facilities,"The Ensign Group, Inc.",EQUITY,Healthcare,ENSG
Biotechnology,"Arvinas, Inc.",EQUITY,Healthcare,ARVN
Luxury Goods,"Fossil Group, Inc.",EQUITY,Consumer Cyclical,FOSL
Asset Management,"TCG BDC, Inc.",EQUITY,Financial Services,CGBD
Biotechnology,BiondVax Pharmaceuticals Ltd.,EQUITY,Healthcare,BVXV
Insurance—Property & Casualty,"Lemonade, Inc.",EQUITY,Financial Services,LMND
Consumer Electronics,Turtle Beach Corporation,EQUITY,Technology,HEAR
Auto Parts,OPTEC INTERNATIONAL INC,EQUITY,Consumer Cyclical,OPTI
Medical Devices,"Inari Medical, Inc.",EQUITY,Healthcare,NARI
Specialty Business Services,Eastman Kodak Company,EQUITY,Industrials,KODK
Advertising Agencies,"Steel Connect, Inc. Common Stoc",EQUITY,Communication Services,STCN
Software—Infrastructure,"International Money Express, In",EQUITY,Technology,IMXI
Telecom Services,Ribbon Communications Inc.,EQUITY,Communication Services,RBBN
Banks—Regional,Grupo Aval Acciones y Valores S,EQUITY,Financial Services,AVAL
Software—Application,"Smith Micro Software, Inc.",EQUITY,Technology,SMSI
Software—Infrastructure,"Remitly Global, Inc.",EQUITY,Technology,RELY
Asset Management,Fidus Investment Corporation,EQUITY,Financial Services,FDUS
Biotechnology,UroGen Pharma Ltd.,EQUITY,Healthcare,URGN
Oil & Gas Midstream,Euronav NV,EQUITY,Energy,EURN
Biotechnology,"Evelo Biosciences, Inc.",EQUITY,Healthcare,EVLO
Oil & Gas E&P,Ranger Oil Corporation,EQUITY,Energy,ROCC
Software—Application,"Asana, Inc.",EQUITY,Technology,ASAN
Software—Infrastructure,"Synopsys, Inc.",EQUITY,Technology,SNPS
Solar,SUNHYDROGEN INC,EQUITY,Technology,HYSR
Packaged Foods,MeaTech 3D Ltd.,EQUITY,Consumer Defensive,MITC
Education & Training Services,Adtalem Global Education Inc.,EQUITY,Consumer Defensive,ATGE
Internet Retail,Alibaba Group Holding Limited,EQUITY,Consumer Cyclical,BABA
Telecom Services,"AST SpaceMobile, Inc.",EQUITY,Communication Services,ASTS
Credit Services,Medallion Financial Corp.,EQUITY,Financial Services,MFIN
Biotechnology,Abeona Therapeutics Inc.,EQUITY,Healthcare,ABEO
Biotechnology,Mind Medicine (MindMed) Inc. - ,EQUITY,Healthcare,MNMD
Biotechnology,"Maravai LifeSciences Holdings, ",EQUITY,Healthcare,MRVI
Paper & Paper Products,Sylvamo Corporation,EQUITY,Basic Materials,SLVM
Oil & Gas Equipment & Services,CASPIAN SERVICES INC,EQUITY,Energy,CSSV
Confectioners,"Mondelez International, Inc.",EQUITY,Consumer Defensive,MDLZ
Software—Application,"Cepton, Inc.",EQUITY,Technology,CPTN
Advertising Agencies,WiMi Hologram Cloud Inc.,EQUITY,Communication Services,WIMI
Biotechnology,VG LIFE SCIENCES INC,EQUITY,Healthcare,VGLS
Specialty Chemicals,"Green Plains, Inc.",EQUITY,Basic Materials,GPRE
Oil & Gas E&P,EXCO RESOURCES INC,EQUITY,Energy,EXCE
Banks—Regional,POSTD MERCHANT BANQUE,EQUITY,Financial Services,PMBY
Drug Manufacturers—Specialty & Generic,"AcelRx Pharmaceuticals, Inc.",EQUITY,Healthcare,ACRX
Biotechnology,CureVac N.V.,EQUITY,Healthcare,CVAC
Gold,IDAHO STRATEGIC RESOURCES INC,EQUITY,Basic Materials,NJMC
Information Technology Services,SCIENCE APPLICATIONS INTERNATIO,EQUITY,Technology,SAIC
Capital Markets,"BitNile Holdings, Inc.",EQUITY,Financial Services,NILE
Drug Manufacturers—Specialty & Generic,MEDICAL MARIJUANA INC,EQUITY,Healthcare,MJNA
Electronic Components,"Ouster, Inc.",EQUITY,Technology,OUST
Utilities—Renewable,Brookfield Renewable Corporatio,EQUITY,Utilities,BEPC
Oil & Gas E&P,Amplify Energy Corp.,EQUITY,Energy,AMPY
Internet Retail,Carvana Co.,EQUITY,Consumer Cyclical,CVNA
Software—Application,"SS&C Technologies Holdings, Inc",EQUITY,Technology,SSNC
Biotechnology,"Avenue Therapeutics, Inc.",EQUITY,Healthcare,ATXI
Biotechnology,"Gossamer Bio, Inc.",EQUITY,Healthcare,GOSS
Biotechnology,"iBio, Inc.",EQUITY,Healthcare,IBIO
Drug Manufacturers—Specialty & Generic,"Shineco, Inc.",EQUITY,Healthcare,SISI
Restaurants,"Yum China Holdings, Inc.",EQUITY,Consumer Cyclical,YUMC
Biotechnology,"Syros Pharmaceuticals, Inc.",EQUITY,Healthcare,SYRS
Biotechnology,"Aileron Therapeutics, Inc.",EQUITY,Healthcare,ALRN
Software—Application,"Verb Technology Company, Inc.",EQUITY,Technology,VERB
Biotechnology,"Revelation Biosciences, Inc.",EQUITY,Healthcare,REVB
Utilities—Renewable,Fusion Fuel Green PLC,EQUITY,Utilities,HTOO
Advertising Agencies,"Magnite, Inc.",EQUITY,Communication Services,MGNI
Oil & Gas E&P,Zion Oil,EQUITY,Energy,ZNOG
Semiconductor Equipment & Materials,Camtek Ltd.,EQUITY,Technology,CAMT
Software—Infrastructure,Verint Systems Inc.,EQUITY,Technology,VRNT
Agricultural Inputs,"Save Foods, Inc.",EQUITY,Basic Materials,SVFD
Metal Fabrication,"Alpine 4 Holdings, Inc.",EQUITY,Industrials,ALPP
Auto Manufacturers,Canoo Inc.,EQUITY,Consumer Cyclical,GOEV
Leisure,F45 Training Holdings Inc.,EQUITY,Consumer Cyclical,FXLV
Medical Instruments & Supplies,"Antares Pharma, Inc.",EQUITY,Healthcare,ATRS
Medical Care Facilities,Skylight Health Group Inc.,EQUITY,Healthcare,SLHG
Biotechnology,Alpha Tau Medical Ltd.,EQUITY,Healthcare,DRTS
Software—Application,"BigCommerce Holdings, Inc. - Se",EQUITY,Technology,BIGC
Biotechnology,"Decibel Therapeutics, Inc.",EQUITY,Healthcare,DBTX
Software—Infrastructure,Adobe Inc.,EQUITY,Technology,ADBE
Specialty Retail,"JOANN, Inc.",EQUITY,Consumer Cyclical,JOAN
Marine Shipping,TOP Ships Inc.,EQUITY,Industrials,TOPS
Internet Content & Information,"DoorDash, Inc.",EQUITY,Communication Services,DASH
Biotechnology,Sonnet BioTherapeutics Holdings,EQUITY,Healthcare,SONN
Advertising Agencies,"Troika Media Group, Inc.",EQUITY,Communication Services,TRKA
Biotechnology,Vallon Pharmaceuticals Inc.,EQUITY,Healthcare,VLON
Entertainment,Manchester,EQUITY,Communication Services,MANU
Electrical Equipment & Parts,"Eos Energy Enterprises, Inc.",EQUITY,Industrials,EOSE
Insurance—Property & Casualty,"Kinsale Capital Group, Inc.",EQUITY,Financial Services,KNSL
Biotechnology,"Soligenix, Inc.",EQUITY,Healthcare,SNGX
Biotechnology,ATAI Life Sciences N.V.,EQUITY,Healthcare,ATAI
Drug Manufacturers—Specialty & Generic,HEMP INC,EQUITY,Healthcare,HEMP
Auto Parts,"Worksport, Ltd.",EQUITY,Consumer Cyclical,WKSP
Pharmaceutical Retailers,BIMI International Medical Inc.,EQUITY,Healthcare,BIMI
Biotechnology,Iterum Therapeutics plc,EQUITY,Healthcare,ITRM
Shell Companies,PUGET TECHNOLOGIES INC,EQUITY,Financial Services,PUGE
Medical Devices,Medigus Ltd.,EQUITY,Healthcare,MDGS
Drug Manufacturers—Specialty & Generic,Avadel Pharmaceuticals plc,EQUITY,Healthcare,AVDL
Specialty Chemicals,"Avantor, Inc.",EQUITY,Basic Materials,AVTR
Infrastructure Operations,Verra Mobility Corporation,EQUITY,Industrials,VRRM
Software—Infrastructure,SailPoint Technologies Holdings,EQUITY,Technology,SAIL
Banks—Regional,"Customers Bancorp, Inc",EQUITY,Financial Services,CUBI
Drug Manufacturers—Specialty & Generic,"Eagle Pharmaceuticals, Inc.",EQUITY,Healthcare,EGRX
"Furnishings, Fixtures & Appliances","Lifetime Brands, Inc.",EQUITY,Consumer Cyclical,LCUT
Oil & Gas Refining & Marketing,FERRELLGAS PARTNERS LP NEW,EQUITY,Energy,FGPR
Shell Companies,Digital World Acquisition Corp.,EQUITY,Financial Services,DWAC
Software—Application,LAIX Inc.,EQUITY,Technology,LAIX
Software—Application,Lightspeed Commerce Inc. Subord,EQUITY,Technology,LSPD
Internet Retail,Dada Nexus Limited,EQUITY,Consumer Cyclical,DADA
Entertainment,Color Star Technology Co. Ltd.,EQUITY,Communication Services,CSCW
Semiconductor Equipment & Materials,IPG Photonics Corporation,EQUITY,Technology,IPGP
Software—Application,Cerence Inc.,EQUITY,Technology,CRNC
Biotechnology,Erytech Pharma S.A.,EQUITY,Healthcare,ERYP
Diagnostics & Research,"Illumina, Inc.",EQUITY,Healthcare,ILMN
Asset Management,PennantPark Floating Rate Capit,EQUITY,Financial Services,PFLT
Biotechnology,MYMETICS CORPORATION,EQUITY,Healthcare,MYMX
Waste Management,"Aqua Metals, Inc.",EQUITY,Industrials,AQMS
Entertainment,Hall of Fame Resort & Entertain,EQUITY,Communication Services,HOFV
Biotechnology,"Gemini Therapeutics, Inc.",EQUITY,Healthcare,GMTX
Marine Shipping,KNOT Offshore Partners LP,EQUITY,Industrials,KNOP
Travel Services,MakeMyTrip Limited,EQUITY,Consumer Cyclical,MMYT
Restaurants,Wingstop Inc.,EQUITY,Consumer Cyclical,WING
Shell Companies,USCORP,EQUITY,Financial Services,USCS
REIT—Industrial,CubeSmart,EQUITY,Real Estate,CUBE
Banks—Regional,PacWest Bancorp,EQUITY,Financial Services,PACW
Biotechnology,BioLineRx Ltd.,EQUITY,Healthcare,BLRX
Shell Companies,Rice Acquisition Corp. II,EQUITY,Financial Services,RONI
Biotechnology,AbCellera Biologics Inc.,EQUITY,Healthcare,ABCL
Semiconductor Equipment & Materials,KLA Corporation,EQUITY,Technology,KLAC
Biotechnology,"Soleno Therapeutics, Inc.",EQUITY,Healthcare,SLNO
Communication Equipment,Ondas Holdings Inc.,EQUITY,Technology,ONDS
Medical Care Facilities,HEALTHLYNKED CORP,EQUITY,Healthcare,HLYK
Aerospace & Defense,Kratos Defense & Security Solut,EQUITY,Industrials,KTOS
Diagnostics & Research,"HTG Molecular Diagnostics, Inc.",EQUITY,Healthcare,HTGM
Oil & Gas Midstream,Hoegh LNG Partners LP,EQUITY,Energy,HMLP
Medical Instruments & Supplies,Masimo Corporation,EQUITY,Healthcare,MASI
Biotechnology,"Pliant Therapeutics, Inc.",EQUITY,Healthcare,PLRX
Diagnostics & Research,iSpecimen Inc.,EQUITY,Healthcare,ISPC
Diagnostics & Research,"Natera, Inc.",EQUITY,Healthcare,NTRA
Other Industrial Metals & Mining,Sigma Lithium Corporation,EQUITY,Basic Materials,SGML
Pharmaceutical Retailers,"LifeMD, Inc.",EQUITY,Healthcare,LFMD
Gold,GoldMining Inc.,EQUITY,Basic Materials,GLDG
Software—Application,"CleanSpark, Inc.",EQUITY,Technology,CLSK
Metal Fabrication,Arconic Corporation,EQUITY,Industrials,ARNC
Software—Infrastructure,"Nutanix, Inc.",EQUITY,Technology,NTNX
Biotechnology,Galectin Therapeutics Inc.,EQUITY,Healthcare,GALT
Specialty Retail,Petco Health and Wellness Compa,EQUITY,Consumer Cyclical,WOOF
Biotechnology,Celularity Inc.,EQUITY,Healthcare,CELU
Shell Companies,Tailwind Two Acquisition Corp.,EQUITY,Financial Services,TWNT
Software—Application,Cloopen Group Holding Limited,EQUITY,Technology,RAAS
Software—Infrastructure,StoneCo Ltd.,EQUITY,Technology,STNE
Shell Companies,TRANS GLOBAL GROUP INC,EQUITY,Financial Services,TGGI
"Furnishings, Fixtures & Appliances","Energy Focus, Inc.",EQUITY,Consumer Cyclical,EFOI
Packaged Foods,"Farmmi, Inc. Ordinary Shares",EQUITY,Consumer Defensive,FAMI
Asset Management,Newtek Business Services Corp.,EQUITY,Financial Services,NEWT
Diagnostics & Research,Neogen Corporation,EQUITY,Healthcare,NEOG
Biotechnology,Galmed Pharmaceuticals Ltd.,EQUITY,Healthcare,GLMD
Banks—Regional,Fifth Third Bancorp,EQUITY,Financial Services,FITB
Biotechnology,CymaBay Therapeutics Inc.,EQUITY,Healthcare,CBAY
Biotechnology,"Eiger BioPharmaceuticals, Inc.",EQUITY,Healthcare,EIGR
Biotechnology,"Greenwich LifeSciences, Inc.",EQUITY,Healthcare,GLSI
Education & Training Services,Gaotu Techedu Inc.,EQUITY,Consumer Defensive,GOTU
Recreational Vehicles,"Patrick Industries, Inc.",EQUITY,Consumer Cyclical,PATK
Internet Content & Information,36Kr Holdings Inc.,EQUITY,Communication Services,KRKR
Internet Retail,ECMOHO Limited,EQUITY,Consumer Cyclical,MOHO
Credit Services,Green Dot Corporation,EQUITY,Financial Services,GDOT
Computer Hardware,"NetApp, Inc.",EQUITY,Technology,NTAP
Medical Devices,Anika Therapeutics Inc.,EQUITY,Healthcare,ANIK
Internet Retail,"iMedia Brands, Inc.",EQUITY,Consumer Cyclical,IMBI
Software—Application,Inpixon,EQUITY,Technology,INPX
Internet Retail,Farfetch Limited,EQUITY,Consumer Cyclical,FTCH
Software—Infrastructure,Sterling Check Corp.,EQUITY,Technology,STER
Packaging & Containers,Amcor plc,EQUITY,Consumer Cyclical,AMCR
Apparel Retail,"Ross Stores, Inc.",EQUITY,Consumer Cyclical,ROST
Coking Coal,American Resources Corporation,EQUITY,Basic Materials,AREC
Biotechnology,"GeoVax Labs, Inc.",EQUITY,Healthcare,GOVX
Medical Devices,"Align Technology, Inc.",EQUITY,Healthcare,ALGN
Biotechnology,"Corvus Pharmaceuticals, Inc.",EQUITY,Healthcare,CRVS
Biotechnology,"Spero Therapeutics, Inc.",EQUITY,Healthcare,SPRO
Information Technology Services,"TaskUs, Inc.",EQUITY,Technology,TASK
Biotechnology,Corcept Therapeutics Incorporat,EQUITY,Healthcare,CORT
Shell Companies,Industrial Tech Acquisitions II,EQUITY,Financial Services,ITAQ
Oil & Gas Midstream,FLEX LNG Ltd.,EQUITY,Energy,FLNG
Biotechnology,"Sesen Bio, Inc.",EQUITY,Healthcare,SESN
Software—Application,"Coinbase Global, Inc.",EQUITY,Technology,COIN
Medical Instruments & Supplies,"ICU Medical, Inc.",EQUITY,Healthcare,ICUI
Biotechnology,"Intellia Therapeutics, Inc.",EQUITY,Healthcare,NTLA
Telecom Services,Gogo Inc.,EQUITY,Communication Services,GOGO
Medical Instruments & Supplies,"Hologic, Inc.",EQUITY,Healthcare,HOLX
Beverages—Wineries & Distilleries,"Eastside Distilling, Inc.",EQUITY,Consumer Defensive,EAST
Capital Markets,Cowen Inc.,EQUITY,Financial Services,COWN
Medical Devices,PAVmed Inc.,EQUITY,Healthcare,PAVM
Aerospace & Defense,"BWX Technologies, Inc.",EQUITY,Industrials,BWXT
Computer Hardware,"Rigetti Computing, Inc.",EQUITY,Technology,RGTI
Auto & Truck Dealerships,Renren Inc.,EQUITY,Consumer Cyclical,RENN
Banks—Regional,"United Community Banks, Inc.",EQUITY,Financial Services,UCBI
Computer Hardware,"MICT, Inc.",EQUITY,Technology,MICT
Electrical Equipment & Parts,"CBAK Energy Technology, Inc.",EQUITY,Industrials,CBAT
Oil & Gas Equipment & Services,NOW Inc.,EQUITY,Energy,DNOW
Aerospace & Defense,"Rocket Lab USA, Inc.",EQUITY,Industrials,RKLB
Semiconductor Equipment & Materials,"indie Semiconductor, Inc.",EQUITY,Technology,INDI
Software—Application,AIADVERTISING INC,EQUITY,Technology,AIAD
Shell Companies,DUET Acquisition Corp. Class A ,EQUITY,Financial Services,DUET
Pollution & Treatment Controls,"LiqTech International, Inc.",EQUITY,Industrials,LIQT
Thermal Coal,Hallador Energy Company,EQUITY,Energy,HNRG
Medical Devices,iRadimed Corporation,EQUITY,Healthcare,IRMD
REIT—Healthcare Facilities,Welltower Inc.,EQUITY,Real Estate,WELL
Biotechnology,"Precision BioSciences, Inc.",EQUITY,Healthcare,DTIL
Aerospace & Defense,"AMMO, Inc.",EQUITY,Industrials,POWW
Software—Infrastructure,"Varonis Systems, Inc.",EQUITY,Technology,VRNS
Internet Content & Information,Taboola.com Ltd.,EQUITY,Communication Services,TBLA
Electronic Gaming & Multimedia,Blue Hat Interactive Entertainm,EQUITY,Communication Services,BHAT
Banks—Regional,Emclaire Financial Corp,EQUITY,Financial Services,EMCF
Biotechnology,"Mirum Pharmaceuticals, Inc.",EQUITY,Healthcare,MIRM
Semiconductors,NXP Semiconductors N.V.,EQUITY,Technology,NXPI
Restaurants,"BT Brands, Inc.",EQUITY,Consumer Cyclical,BTBD
Biotechnology,"Amylyx Pharmaceuticals, Inc.",EQUITY,Healthcare,AMLX
Broadcasting,AMC Networks Inc.,EQUITY,Communication Services,AMCX
Specialty Chemicals,Venator Materials PLC,EQUITY,Basic Materials,VNTR
Drug Manufacturers—Specialty & Generic,AMERICAN GREEN INC,EQUITY,Healthcare,ERBB
Diagnostics & Research,Renalytix AI plc,EQUITY,Healthcare,RNLX
Biotechnology,NeuroSense Therapeutics Ltd.,EQUITY,Healthcare,NRSN
Integrated Freight & Logistics,"J.B. Hunt Transport Services, I",EQUITY,Industrials,JBHT
Scientific & Technical Instruments,"Quanergy Systems, Inc.",EQUITY,Technology,QNGY
Software—Infrastructure,"Katapult Holdings, Inc.",EQUITY,Technology,KPLT
Software—Application,Sapiens International Corporati,EQUITY,Technology,SPNS
Specialty Retail,"Sportsman's Warehouse Holdings,",EQUITY,Consumer Cyclical,SPWH
Asset Management,"Sixth Street Specialty Lending,",EQUITY,Financial Services,TSLX
Capital Markets,Piper Sandler Companies,EQUITY,Financial Services,PIPR
Banks—Diversified,Sumitomo Mitsui Financial Group,EQUITY,Financial Services,SMFG
Shell Companies,Build Acquisition Corp.,EQUITY,Financial Services,BGSX
Banks—Regional,UMB Financial Corporation,EQUITY,Financial Services,UMBF
Telecom Services,Liberty Latin America Ltd.,EQUITY,Communication Services,LILA
Capital Markets,TeraWulf Inc.,EQUITY,Financial Services,WULF
Specialty Retail,Big 5 Sporting Goods Corporatio,EQUITY,Consumer Cyclical,BGFV
Shell Companies,New Vista Acquisition Corp,EQUITY,Financial Services,NVSA
Entertainment,SPOTLIGHT CAPITAL HOLDINGS INC,EQUITY,Communication Services,SLCH
Oil & Gas E&P,Centennial Resource Development,EQUITY,Energy,CDEV
Security & Protection Services,NXT-ID Inc.,EQUITY,Industrials,NXTD
Farm Products,Dole plc,EQUITY,Consumer Defensive,DOLE
